exercise_id,set_order,weight,reps,notes,rpe
60,1,15,11,"",
60,2,15,12,"",
60,3,15,10,"",
40,1,235,4,"",
40,2,235,4,"",
40,3,235,2,"",
2,1,30,10,"",
2,2,30,14,"",
2,3,30,11,"",
4,1,65,12,"",
4,2,55,14,"",
4,3,55,13,"",
3,1,75,14,"",
3,2,75,12,"",
3,3,75,10,"",
47,1,45,15,"",
47,2,45,13,"",
47,3,45,11,"",
51,1,45,15,"",
51,2,45,14,"",
51,3,45,14,"",
5,1,135,4,"",
5,2,135,3,"",
5,3,125,5,"",
5,4,125,4,"",
13,1,0,9,"",
13,2,0,7,"",
13,3,0,3,"",
45,1,45,10,"",
45,2,45,9,"",
45,3,45,8,"",
69,1,30,14,"",
69,2,30,12,"",
69,3,30,11,"",
10,1,12,11,"",
10,2,10,12,"",
10,3,10,11,"",
59,1,15,15,"",
59,2,15,13,"",
59,3,15,12,"",
12,1,40,12,"",
12,2,40,10,"",
12,3,40,5,"",
1,1,150,6,"",
1,2,150,5,"",
1,3,140,6,"",
1,4,140,5,"",
1,5,135,2,"",
1,6,135,3,"",
20,1,145,13,"",
20,2,150,11,"",
20,3,150,10,"",
19,1,230,11,"",
19,2,230,8,"",
3,1,60,14,"",
3,2,60,12,"",
3,3,60,11,"",
4,1,55,14,"",
4,2,55,13,"",
47,1,45,13,"",
47,2,45,12,"",
47,3,45,12,"",
48,1,30,12,"",
48,2,30,10,"",
48,3,30,8,"",
48,4,30,8,"",
25,1,45,13,"",
25,2,50,11,"",
25,3,50,7,"",
25,4,50,6,"",
26,1,0,14,"",
26,2,0,13,"",
26,3,0,12,"",
9,1,0,15,"",
9,2,0,12,"",
9,3,0,11,"",
62,1,0,8,"",
62,2,0,7,"",
62,3,0,6,"",
44,1,12,18,"",
44,2,12,15,"",
44,3,12,13,"",
79,1,0,8,"",
79,2,0,6,"",
14,1,35,12,"",
14,2,35,12,"",
14,3,35,13,"",
14,4,35,11,"",
50,1,60,15,"",
50,2,70,10,"",
50,3,70,8,"",
37,1,75,13,"",
37,2,75,11,"",
37,3,75,9,"",
71,1,0,15,"",
71,2,0,15,"",
71,3,0,12,"",
46,1,75,11,"",
46,2,75,11,"",
46,3,75,10,"",
40,1,230,5,"",
40,2,230,4,"",
40,3,230,3,"",
2,1,35,10,"",
2,2,35,7,"",
2,3,35,6,"",
3,1,70,15,"",
3,2,70,13,"",
5,1,115,6,"",
5,2,115,5,"",
5,3,115,5,"",
13,1,0,7,"",
13,2,0,5,"",
13,3,0,5,"",
32,1,30,8,"",
32,2,30,7,"",
32,3,30,6,"",
12,1,30,15,"",
12,2,40,7,"",
12,3,40,7,"",
38,1,15,7,"",
38,2,15,7,"",
38,3,15,7,"",
1,1,140,5,"",
1,2,145,5,"",
1,3,150,5,"",
19,1,190,13,"",
19,2,190,8,"",
19,3,190,8,"",
20,1,135,12,"",
20,2,135,10,"",
20,3,135,8,"",
48,1,30,11,"",
48,2,30,9,"",
48,3,30,7,"",
25,1,45,8,"",
25,2,50,7,"",
25,3,50,7,"",
26,1,0,8,"",
26,2,0,8,"",
26,3,0,8,"",
62,1,0,6,"",
62,2,0,6,"",
79,1,0,10,"",
79,2,0,10,"",
14,1,35,8,"",
14,2,35,7,"",
14,3,35,7,"",
50,1,50,10,"",
50,2,50,8,"",
50,3,50,8,"",
37,1,75,9,"",
37,2,75,8,"",
37,3,75,7,"",
46,1,75,10,"",
46,2,75,9,"",
46,3,75,9,"",
40,1,210,4,"",
40,2,210,4,"",
40,3,190,3,"",
3,1,60,10,"",
3,2,60,9,"",
3,3,60,8,"",
4,1,45,11,"",
4,2,45,10,"",
4,3,45,9,"",
31,1,75,12,"",
31,2,75,11,"",
31,3,75,10,"",
1,1,145,5,"",6.5
1,2,125,8,"",7.5
1,3,125,8,"",
80,1,65,8,"",9
80,2,65,7,"",9.5
80,3,65,6,"",
72,1,30,10,"",7.5
72,2,40,10,"",8.5
72,3,35,9,"",7.5
45,1,45,10,"",7.5
45,2,45,15,"",9
45,3,45,13,"",
60,1,15,19,"",9.5
60,2,12,24,"",10
60,3,12,21,"",
40,1,210,4,"",
40,2,210,4,"",
40,3,210,4,"",
5,1,130,3,"",7.5
5,2,100,10,"",
5,3,100,10,"",9.5
81,1,60,20,"",
81,2,60,20,"",
81,3,60,20,"",
13,1,0,7,"",
13,2,0,7,"",
13,3,0,5,"",
27,1,30,12,"",
27,2,30,11,"",
27,3,30,11,"",
31,1,75,20,"",
31,2,90,13,"",
31,3,105,10,"",
31,4,105,9,"",
1,1,155,4,"",7.5
1,2,155,4,"",
1,3,155,4,"",
9,1,0,16,"",9.5
9,2,0,13,"",
9,3,0,11,"",
50,1,50,13,"",
50,2,70,11,"",
50,3,70,10,"",
50,4,70,10,"",
82,1,50,17,"",
82,2,50,16,"",
82,3,50,15,"",
82,4,50,15,"",
38,1,15,14,"",
38,2,15,12,"",
38,3,15,11,"",
83,1,0,10,"",
83,2,0,10,"",
83,3,0,10,"",
40,1,195,2,"",
40,2,195,2,"",
40,3,195,2,"",
40,4,195,2,"",
45,1,45,11,"",7.5
45,2,45,10,"",
45,3,45,9,"",
5,1,115,5,"",9
5,2,115,5,"",
5,3,115,5,"",
72,1,40,8,"",
72,2,40,8,"",
72,3,40,8,"",
84,1,30,21,"",
84,2,30,15,"",
84,3,30,15,"",
40,1,195,2,"",
40,2,195,2,"",
40,3,195,2,"",
40,4,195,2,"",
45,1,45,11,"",7.5
45,2,45,10,"",
45,3,45,9,"",
5,1,115,5,"",9
5,2,115,5,"",
5,3,115,5,"",
72,1,40,8,"",
72,2,40,8,"",
72,3,40,8,"",
84,1,30,21,"",
84,2,30,15,"",
84,3,30,15,"",
39,1,30,15,"",8.5
39,2,30,15,"",
39,3,30,14,"",
27,1,30,12,"",
27,2,30,11,"",
27,3,30,11,"",
85,1,15,21,"",
85,2,15,19,"",
85,3,15,18,"",
86,1,40,21,"",
86,2,50,21,"",
86,3,60,21,"",
10,1,12,11,"",
10,2,10,18,"",
10,3,10,15,"",
87,1,0,8,"",
87,2,0,7,"",
87,3,0,5,"",
31,1,105,18,"",
31,2,135,12,"",
31,3,135,11,"",
40,1,210,3,"",8
40,2,210,3,"",
40,3,210,3,"",
4,1,45,10,"",
4,2,60,12,"",7
4,3,70,9,"",9
4,4,65,9,"",
88,1,135,9,"",
88,2,145,8,"",8.5
31,1,105,15,"",
31,2,150,11,"",
31,3,150,11,"",
31,4,150,11,"",
89,1,0,10,"",
89,2,0,8,"",
89,3,0,8,"",
5,1,135,2,"",9
5,2,115,6,"",8
5,3,115,6,"",
5,4,115,6,"",
90,1,0,9,"",
90,2,0,10,"",
90,3,0,8,"",
80,1,70,5,"",
80,2,70,4,"",
80,3,70,3,"",
91,1,25,12,"",
91,2,25,12,"",
82,1,50,20,"",
82,2,50,19,"",
82,3,50,16,"",
10,1,10,18,"",
10,2,10,17,"",
10,3,10,16,"",
28,1,50,20,"",
28,2,60,18,"",
28,3,60,17,"",
92,1,15,15,"",
92,2,15,14,"",
92,3,15,11,"",
1,1,145,6,"",7.5
1,2,145,6,"",
1,3,145,6,"",8
3,1,65,15,"",7
3,2,75,14,"",8.5
20,1,135,10,"Grip strength failing",7.5
20,2,135,10,"",
20,3,135,10,"",
31,1,105,20,"",
31,2,105,18,"",
31,3,105,16,"",
31,4,105,15,"",9.5
81,1,60,20,"",7
81,2,65,18,"",
81,3,65,15,"",
93,1,110,11,"",
93,2,105,12,"",
93,3,105,10,"",
9,1,0,9,"",
9,2,0,7,"",
9,3,0,6,"",
13,1,0,6,"",
13,2,0,4,"",
13,3,0,4,"",
35,1,95,10,"",
35,2,95,7,"",
35,3,95,7,"",
94,1,50,10,"",
94,2,50,10,"",
94,3,50,10,"",
39,1,40,12,"",
39,2,40,11,"",
39,3,40,10,"",
27,1,30,12,"",
27,2,30,11,"",
27,3,30,11,"",
1,1,150,8,"",
1,2,145,6,"",8
1,3,145,6,"",
72,1,35,10,"",7
72,2,35,9,"",
80,1,60,8,"",
80,2,60,7,"",
80,3,60,7,"",
60,1,12,18,"",
60,2,12,15,"",
60,3,12,15,"",
45,1,45,11,"",
45,2,45,11,"",
45,3,45,11,"",
40,1,220,2,"",
40,2,220,2,"",
40,3,220,2,"",
40,4,220,2,"",
81,1,65,20,"",
81,2,65,20,"",
5,1,115,6,"",8.5
5,2,110,8,"",
5,3,110,8,"",
13,1,0,8,"",
13,2,0,7,"",
13,3,0,6,"",
95,1,30,12,"",7.5
95,2,40,11,"",
95,3,40,8,"",
31,1,165,9,"",
31,2,160,8,"",
31,3,160,7,"",
39,1,30,15,"",
39,2,30,15,"",
39,3,30,15,"",
27,1,30,12,"",
27,2,30,12,"",
27,3,30,12,"",
85,1,12,21,"",
85,2,12,21,"",
85,3,12,19,"",
86,1,60,21,"",
86,2,60,21,"",
31,1,135,12,"",
31,2,135,12,"",
31,3,135,12,"",
10,1,10,20,"",
10,2,10,20,"",
10,3,10,20,"",
87,1,0,10,"",
1,1,155,4,"",7.5
1,2,155,4,"",
1,3,155,4,"",8
1,4,155,4,"",
9,1,0,13,"",
9,2,0,12,"",
9,3,0,10,"",
50,1,40,10,"",
50,2,50,13,"",
50,3,50,12,"",
50,4,50,12,"",
38,1,12,5,"",
38,2,15,15,"",
38,3,15,12,"",
38,4,15,10,"",
82,1,50,16,"",
82,2,40,18,"",
82,3,40,17,"",
82,4,40,17,"",
40,1,200,2,"Paused",
40,2,200,2,"",
40,3,200,2,"",
40,4,200,2,"",
5,1,115,5,"Paused",
5,2,115,5,"",
5,3,115,5,"",
5,4,115,4,"",
45,1,45,10,"",
45,2,45,10,"",
45,3,45,10,"",
72,1,40,4,"",
72,2,35,8,"",
72,3,35,8,"",
84,1,30,24,"",
84,2,30,20,"",
84,3,30,17,"",
40,1,240,2,"",8.5
40,2,210,3,"",8
40,3,210,3,"",
40,4,210,3,"",
4,1,65,7,"",
4,2,65,8,"",
4,3,65,8,"",
47,1,45,10,"",
47,2,45,11,"",
47,3,45,10,"",
47,4,45,10,"",
88,1,140,8,"",7.5
88,2,140,8,"",8.5
89,1,0,10,"",
89,2,0,10,"",
89,3,0,9,"",
5,1,110,9,"Flat back",
5,2,105,9,"",
5,3,105,8,"",
90,1,0,8,"",
90,2,0,8,"",
90,3,0,8,"",
80,1,70,5,"/push press",
80,2,70,4,"",
80,3,65,4,"",
91,1,25,12,"",
91,2,20,12,"",
91,3,20,12,"",
82,1,40,18,"",
82,2,40,17,"",
82,3,40,16,"",
10,1,10,13,"",
10,2,10,12,"",
10,3,10,12,"",
28,1,60,18,"",
28,2,60,18,"",
28,3,60,18,"",
92,1,15,15,"",
92,2,15,13,"",
92,3,15,13,"",
1,1,145,6,"",
1,2,145,6,"",
1,3,145,6,"",
96,1,135,10,"",
96,2,155,7,"",
96,3,185,5,"",
3,1,45,10,"",
3,2,70,17,"",
3,3,75,14,"",
3,4,75,15,"",
31,1,110,22,"",
31,2,115,18,"",
31,3,115,18,"",
31,4,115,18,"",
81,1,65,15,"",
81,2,65,12,"",
9,1,0,9,"",8
9,2,0,11,"",7
9,3,0,10,"",7.5
97,1,95,10,"",
97,2,95,10,"",
97,3,95,9,"",
32,1,35,10,"",
32,2,35,10,"",
32,3,35,8,"",
13,1,0,6,"Eccentric accentuated",
13,2,0,5,"",
13,3,0,5,"",
84,1,30,18,"",
84,2,30,17,"",
84,3,30,14,"",
98,1,10,10,"",
98,2,8,10,"",
98,3,8,10,"",
39,1,40,14,"",
39,2,40,12,"",
39,3,40,11,"",
27,1,40,10,"",
27,2,40,10,"",
27,3,40,10,"",
1,1,170,3,"",8
1,2,155,4,"",
1,3,155,4,"",
72,1,30,5,"",
72,2,35,10,"",
72,3,40,10,"",
80,1,55,8,"",8
80,2,55,8,"",
80,3,55,6,"",
45,1,45,13,"",
45,2,45,13,"",
45,3,45,13,"",
60,1,12,20,"",
60,2,12,20,"",
40,1,220,3,"",
40,2,220,3,"",
40,3,220,3,"",
81,1,60,20,"",
81,2,60,15,"",
81,3,60,15,"",
5,1,130,4,"",9
5,2,120,6,"",8.5
5,3,120,6,"",
13,1,0,9,"",
13,2,0,7,"",
13,3,0,5,"",
27,1,40,11,"",
27,2,40,9,"",
27,3,40,8,"",
47,1,45,6,"",
47,2,50,9,"",
47,3,50,9,"",
47,4,50,9,"",
39,1,30,8,"",
39,2,40,12,"",
39,3,40,12,"",
39,4,40,12,"",
27,1,30,6,"",
27,2,40,12,"",
27,3,40,11,"",
27,4,40,8,"",
85,1,12,21,"",7
85,2,15,21,"",
85,3,15,19,"",
86,1,60,21,"",
86,2,60,21,"",
86,3,60,19,"",
10,1,10,13,"",
10,2,10,20,"",
10,3,10,20,"",
71,1,0,13,"",
71,2,0,13,"",
71,3,0,13,"",
31,1,135,11,"",
31,2,135,10,"",
31,3,135,10,"",
1,1,150,6,"",
1,2,150,6,"",
1,3,150,6,"",
9,1,0,10,"",8.5
9,2,0,10,"",
9,3,0,9,"",
50,1,40,10,"",
50,2,50,14,"",
50,3,50,12,"",
50,4,50,12,"",
82,1,40,18,"",
82,2,40,17,"",
82,3,40,16,"",
82,4,40,16,"",
38,1,15,15,"",
38,2,15,14,"",
38,3,15,13,"",
45,1,45,7,"",
45,2,55,10,"",7
45,3,55,10,"",
45,4,55,9,"",
45,5,55,9,"",
72,1,40,8,"",
72,2,45,8,"",
72,3,45,6,"",
40,1,215,2,"Paused",
40,2,215,2,"",
40,3,210,2,"",
40,4,210,2,"",
5,1,115,6,"Paused",
5,2,115,6,"",
5,3,115,5,"",10
84,1,30,18,"",
84,2,30,15,"",
84,3,30,15,"",
40,1,210,4,"",
40,2,210,4,"",
40,3,210,4,"",
4,1,60,9,"",
4,2,60,9,"",
4,3,60,9,"",
88,1,135,8,"",
88,2,135,8,"",
31,1,160,8,"",
31,2,155,8,"",
31,3,155,8,"",
89,1,0,12,"",
5,1,115,8,"",
5,2,115,7,"",
90,1,0,10,"",
90,2,0,8,"",
90,3,0,7,"",
80,1,70,4,"",
80,2,65,4,"",
80,3,65,3,"",
82,1,40,18,"",
82,2,40,16,"",
10,1,10,14,"",
10,2,10,12,"",
92,1,15,15,"",
92,2,15,14,"",
92,3,15,14,"",
12,1,50,18,"",
12,2,50,12,"",
12,3,40,15,"",
1,1,185,1,"",8
1,2,145,7,"",
1,3,145,7,"",
3,1,45,12,"",
3,2,70,16,"",
20,1,95,10,"",
20,2,135,10,"",6.5
20,3,135,10,"",
31,1,120,22,"",
31,2,125,20,"",
31,3,125,18,"",
81,1,60,11,"",
81,2,45,20,"",
81,3,45,20,"",
45,1,45,8,"",
45,2,45,10,"",7.5
45,3,45,10,"",
45,4,45,8,"",
69,1,35,10,"",
69,2,35,10,"",
69,3,35,9,"",
9,1,0,6,"",7
9,2,0,6,"",
9,3,0,6,"",
13,1,0,8,"",
13,2,0,8,"",
13,3,0,8,"",
84,1,30,20,"",
84,2,30,20,"",
39,1,40,13,"",
39,2,40,13,"",
39,3,40,13,"",
27,1,40,10,"",
27,2,40,10,"",
27,3,40,10,"",
1,1,180,3,"",
1,2,170,2,"",
1,3,170,2,"",
80,1,60,8,"",
80,2,60,8,"",
80,3,60,7,"",
80,4,60,7,"",
99,1,0,10,"",
99,2,0,10,"",
100,1,25,12,"",
100,2,25,12,"",
60,1,10,26,"",
60,2,10,26,"",
40,1,195,2,"Paused",
40,2,195,2,"",
40,3,195,2,"",
40,4,195,2,"",
81,1,45,22,"",
81,2,55,22,"",
31,1,155,9,"",7
31,2,160,8,"",
31,3,160,8,"",
5,1,135,3,"",8.5
5,2,120,4,"",8
5,3,120,4,"",
13,1,0,8,"",
13,2,0,6,"",
13,3,0,5,"",
27,1,40,11,"",
27,2,40,10,"",
27,3,40,10,"",
1,1,155,6,"",8.5
1,2,155,6,"",
1,3,155,6,"",
1,4,155,6,"",
9,1,10,10,"",
9,2,25,7,"",
9,3,20,8,"",
50,1,40,10,"",
50,2,50,15,"",
50,3,60,13,"",
50,4,60,12,"",
38,1,12,10,"",
38,2,15,14,"",
38,3,15,10,"",
82,1,40,18,"",
82,2,40,18,"",
82,3,40,18,"",
40,1,92,5,"",
40,2,145,4,"",
40,3,175,3,"",
40,4,205,2,"",
40,5,235,3,"",8.5
72,1,45,5,"",
72,2,35,8,"",9
72,3,35,8,"",
5,1,115,6,"Paused",8.5
5,2,115,6,"",
5,3,115,5,"",9.5
5,4,110,6,"",
45,1,45,6,"",
45,2,50,10,"",
45,3,50,10,"",
45,4,50,10,"",
84,1,25,20,"",
84,2,25,18,"",
84,3,25,18,"",
40,1,92,5,"",
40,2,145,4,"",
40,3,175,3,"",
40,4,205,2,"",
40,5,235,3,"",8.5
72,1,45,5,"",
72,2,35,8,"",9
72,3,35,8,"",
5,1,115,6,"Paused",8.5
5,2,115,6,"",
5,3,115,5,"",9.5
5,4,110,6,"",
45,1,45,6,"",
45,2,50,10,"",
45,3,50,10,"",
45,4,50,10,"",
84,1,25,20,"",
84,2,25,18,"",
84,3,25,18,"",
40,1,210,5,"",8.5
40,2,210,5,"",
40,3,210,5,"",
4,1,60,8,"",9
4,2,55,10,"",
4,3,55,9,"",
88,1,145,9,"Smith machine",
88,2,145,9,"",7
31,1,110,10,"",
31,2,140,10,"",
31,3,140,9,"",
31,4,135,9,"",
5,1,120,7,"",7.5
5,2,120,6,"",
5,3,120,6,"",
90,1,10,6,"",
90,2,10,6,"",
90,3,10,5,"",
80,1,65,6,"",
80,2,65,6,"",
80,3,65,6,"",
45,1,45,10,"Inner handle",
45,2,45,10,"",
45,3,45,10,"",
82,1,40,18,"",
82,2,40,16,"",
82,3,40,16,"",
10,1,10,14,"",
10,2,10,12,"",
10,3,10,12,"",
28,1,60,15,"",
28,2,60,13,"",
28,3,60,12,"",
38,1,12,11,"",
38,2,12,11,"",
38,3,12,11,"",
1,1,150,7,"",
1,2,150,7,"",
1,3,150,7,"",
3,1,45,10,"",
3,2,60,17,"",8
3,3,65,16,"",9
3,4,65,16,"",
20,1,95,10,"",
20,2,13512,10,"",
20,3,13512,10,"",
31,1,120,18,"",
31,2,120,18,"",
31,3,120,16,"",
31,4,120,15,"",
81,1,50,18,"",
81,2,50,18,"",
81,3,50,18,"",
32,1,25,10,"Tired from bench, should go lighter if want 4 sets",
32,2,30,5,"",
32,3,40,8,"",9.5
32,4,35,8,"",7.5
32,5,35,8,"",
97,1,95,10,"",
97,2,95,10,"",
97,3,95,9,"",
9,1,0,6,"",
9,2,25,6,"",8
9,3,25,6,"",
9,4,25,5,"",
13,1,0,6,"Eccentric accentuated",
13,2,0,5,"",
13,3,0,5,"",
39,1,40,13,"",
39,2,40,13,"",
39,3,40,13,"",
27,1,30,12,"",
27,2,30,12,"",
27,3,30,12,"",
1,1,185,2,"Push knees forward",8.5
72,1,10,6,"",
72,2,30,12,"",
72,3,35,10,"",
45,1,45,13,"",
45,2,45,13,"",
80,1,70,6,"",
80,2,65,5,"",
80,3,65,5,"",
60,1,15,22,"",
60,2,15,18,"",
81,1,50,20,"",
81,2,50,20,"",
81,3,50,23,"",
81,4,50,15,"",
40,1,210,4,"",
40,2,210,4,"",
40,3,210,4,"",
47,1,45,10,"",
47,2,45,10,"",
47,3,45,10,"",
5,1,140,2,"",
5,2,130,2,"",
5,3,130,2,"",
27,1,30,10,"",
27,2,30,13,"",
27,3,30,13,"",
1,1,165,4,"",9
1,2,165,4,"",
1,3,165,4,"",
9,1,0,5,"",
9,2,20,8,"",8.5
9,3,20,8,"",
9,4,20,7,"",
50,1,40,10,"",
50,2,50,14,"",
50,3,60,13,"",
50,4,60,12,"",
82,1,40,20,"",
82,2,40,18,"",
82,3,40,18,"",
38,1,15,12,"",
38,2,15,12,"",
38,3,15,12,"",
45,1,45,6,"",
45,2,55,10,"",
45,3,55,10,"",
45,4,55,10,"",
40,1,195,2,"Paused",
40,2,195,2,"",8
40,3,195,2,"",
40,4,195,2,"",
72,1,10,6,"",
72,2,40,6,"",
72,3,40,6,"",
5,1,115,5,"Paused",9
5,2,115,5,"",
5,3,115,5,"",
1,1,45,5,"",
1,2,115,4,"",
1,3,140,2,"",
1,4,160,2,"",
1,5,180,9,"",
14,1,10,10,"",
14,2,25,13,"",
14,3,25,13,"",
47,1,45,10,"",
47,2,45,10,"",
47,3,45,10,"",
38,1,15,13,"",
38,2,15,12,"",
38,3,15,11,"",
38,4,15,10,"",
5,1,45,5,"",
5,2,85,4,"",
5,3,105,3,"",
5,4,120,2,"",
5,5,135,6,"",
4,1,25,8,"",
4,2,50,10,"",7
4,3,50,10,"",
4,4,50,10,"",
10,1,10,18,"",9
10,2,10,18,"",
28,1,40,10,"",
28,2,60,13,"",
28,3,60,12,"",
28,4,60,8,"",
40,1,115,5,"",
40,2,145,4,"",
40,3,175,3,"",
40,4,205,2,"",
40,5,235,8,"",
3,1,45,10,"",
3,2,60,12,"",7
3,3,60,12,"",
3,4,60,12,"",
80,1,45,8,"",
80,2,55,9,"",8.5
80,3,55,5,"",
80,4,55,5,"",
20,1,95,10,"",
20,2,95,10,"",
4,1,25,8,"",
4,2,40,11,"",
4,3,45,8,"",
88,1,115,5,"",
88,2,115,5,"",
47,1,45,8,"",
47,2,45,7,"",
47,3,45,7,"",
5,1,110,6,"",
5,2,110,6,"",
90,1,0,6,"",
90,2,0,6,"",
90,3,0,6,"",
45,1,45,6,"",
45,2,45,7,"",
45,3,45,7,"",
82,1,40,13,"",
82,2,40,13,"",
10,1,10,12,"",
10,2,10,12,"",
28,1,50,13,"",
28,2,50,13,"",
92,1,12,15,"",
92,2,12,15,"",
1,1,140,6,"",
1,2,140,6,"",
20,1,135,6,"",
20,2,135,6,"",
3,1,60,12,"",
3,2,70,12,"",
4,1,55,10,"",
4,2,55,10,"",
4,3,55,10,"",
47,1,45,10,"",
47,2,45,10,"",
47,3,45,10,"",
93,1,105,10,"",
93,2,95,9,"",
9,1,0,5,"",
9,2,10,6,"",
9,3,10,6,"",
45,1,45,10,"",
45,2,45,10,"",
45,3,45,10,"",
14,1,25,12,"",
14,2,35,12,"",
14,3,35,12,"",
84,1,25,20,"",
84,2,25,18,"",
84,3,25,18,"",
39,1,40,11,"",
39,2,40,11,"",
39,3,40,11,"",
27,1,30,12,"",
27,2,30,12,"",
27,3,30,12,"",
3,1,65,13,"",
3,2,65,16,"",
3,3,70,14,"",7
1,1,140,6,"",6.5
1,2,155,5,"",7
1,3,155,6,"",8.5
20,1,135,11,"",
20,2,145,10,"",
20,3,145,8,"",
2,1,20,5,"",
2,2,20,12,"",
2,3,20,8,"",
31,1,135,15,"",
31,2,135,15,"",
31,3,135,15,"",
48,1,20,6,"",
48,2,30,9,"",
48,3,30,9,"",
48,4,30,9,"",
40,1,215,5,"",
40,2,215,5,"",
40,3,225,4,"",
4,1,80,15,"",
4,2,80,15,"",
4,3,80,15,"",
29,1,45,15,"",
29,2,50,12,"",
19,1,135,10,"",
19,2,185,10,"",
19,3,225,12,"",
19,4,225,12,"",
47,1,45,12,"",
47,2,45,12,"",
47,3,45,12,"",
10,1,10,15,"",
10,2,10,14,"",
10,3,10,12,"",
13,1,0,5,"",
13,2,0,7,"",
13,3,0,6,"",
45,1,45,6,"",
45,2,55,10,"",
45,3,55,10,"",
25,1,60,10,"",
25,2,40,4,"",
25,3,45,10,"",
25,4,45,10,"",
69,1,25,10,"",
69,2,35,10,"",
69,3,35,8,"",
69,4,35,7,"",
37,1,90,8,"",
37,2,75,10,"",
37,3,75,10,"",
59,1,20,8,"",
59,2,15,15,"",
59,3,15,13,"",
44,1,0,15,"3 less with right",
44,2,0,15,"",
44,3,0,17,"",
3,1,75,14,"",
3,2,75,14,"",
3,3,80,11,"",
1,1,155,5,"",
1,2,155,6,"",
1,3,155,5,"",8.5
20,1,135,5,"",
20,2,135,12,"",
20,3,135,10,"",
2,1,0,5,"",
2,2,15,5,"",
2,3,20,12,"",
2,4,20,10,"",
31,1,120,14,"",
31,2,120,13,"",9
31,3,105,13,"",
48,1,25,6,"",
48,2,30,12,"",
48,3,30,10,"",
48,4,30,10,"",
3,1,75,14,"",
3,2,75,14,"",
3,3,80,11,"",
1,1,155,5,"",
1,2,155,6,"",
1,3,155,5,"",8.5
20,1,135,5,"",
20,2,135,12,"",
20,3,135,10,"",
2,1,0,5,"",
2,2,15,5,"",
2,3,20,12,"",
2,4,20,10,"",
31,1,120,14,"",
31,2,120,13,"",9
31,3,105,13,"",
48,1,25,6,"",
48,2,30,12,"",
48,3,30,10,"",
48,4,30,10,"",
64,1,75,12,"",
64,2,75,12,"",
64,3,75,12,"",
5,1,120,5,"",
5,2,120,6,"",
5,3,120,5,"",
45,1,25,8,"",
45,2,45,6,"",
45,3,60,6,"",
45,4,60,6,"",9
32,1,25,10,"",
32,2,30,10,"",
32,3,35,8,"",
32,4,35,8,"",
37,1,75,8,"",
37,2,60,10,"",
37,3,60,10,"",
37,4,60,10,"",
38,1,15,12,"",
38,2,15,10,"",
38,3,15,9,"",
12,1,40,18,"",
12,2,40,15,"",
12,3,40,12,"",
40,1,225,4,"",
40,2,245,3,"",
40,3,225,3,"",
57,1,45,6,"",
57,2,80,3,"",
57,3,55,12,"",
57,4,55,12,"",
4,1,120,15,"",
4,2,120,12,"",
4,3,120,11,"",
47,1,45,12,"",
47,2,45,10,"",
47,3,45,8,"",
101,1,30,15,"",
101,2,30,14,"",
101,3,30,14,"",
71,1,0,15,"",
71,2,0,13,"",
71,3,0,13,"",
14,1,35,5,"",
14,2,35,12,"",
14,3,35,12,"",
13,1,0,6,"",
13,2,10,7,"",
13,3,10,6,"",
50,1,60,17,"",
50,2,70,12,"",
50,3,70,10,"",
25,1,30,6,"",
25,2,40,5,"",
25,3,50,8,"",
25,4,50,6,"",
69,1,25,12,"",
69,2,25,11,"",
69,3,25,10,"",
18,1,40,13,"",
18,2,40,13,"",
18,3,40,11,"",
44,1,12,17,"",
44,2,12,14,"",
44,3,12,13,"",
3,1,75,14,"",
3,2,75,14,"",8.5
3,3,75,12,"",
1,1,155,7,"",
1,2,155,5,"",
1,3,155,6,"",8.5
20,1,95,6,"",
20,2,135,10,"",
20,3,135,8,"",
2,1,0,5,"",
2,2,20,8,"",
2,3,20,12,"",
31,1,110,18,"",9
31,2,110,16,"",
31,3,110,15,"",
48,1,20,6,"",
48,2,25,4,"",
48,3,30,9,"",
48,4,30,10,"",
48,5,30,8,"",
10,1,10,12,"",
10,2,10,12,"",
10,3,10,12,"",
64,1,75,15,"",
64,2,90,11,"",
64,3,90,8,"",
5,1,120,5,"",
5,2,120,5,"",
5,3,120,4,"",
45,1,25,8,"",
45,2,45,3,"",
45,3,60,7,"",
45,4,60,7,"",
32,1,25,8,"",
32,2,30,5,"",
32,3,35,9,"",
32,4,35,9,"",
37,1,75,8,"",
37,2,75,12,"",
37,3,75,12,"",
38,1,15,12,"",
38,2,15,10,"",
38,3,15,10,"",
12,1,50,14,"",
12,2,50,12,"",
12,3,50,10,"",
40,1,235,3,"",8
40,2,235,3,"",
40,3,235,1,"",
57,1,45,6,"",
57,2,45,12,"",
57,3,45,9,"",
4,1,100,14,"",
4,2,100,14,"",
4,3,100,12,"",
29,1,45,15,"Grip strength failing",
29,2,45,12,"",
47,1,45,12,"",
47,2,45,6,"",
47,3,45,6,"",
101,1,30,12,"",
101,2,30,15,"",
101,3,30,14,"",
71,1,0,15,"",
71,2,0,14,"",
71,3,0,12,"",
14,1,35,12,"",
14,2,35,12,"",
14,3,35,12,"",
13,1,0,6,"",
13,2,10,7,"",
13,3,10,5,"",
25,1,30,7,"",
25,2,40,3,"",
25,3,45,10,"",
25,4,45,10,"",
50,1,70,10,"",
50,2,30,12,"",
50,3,30,12,"",
69,1,25,12,"",
69,2,25,13,"",
69,3,25,11,"",
44,1,12,17,"",
44,2,12,14,"",
